host_name,planet_letter,planet_name,num_planets_in_system,discovery_year,num_moons,link_to_wiki
Kepler-869,b,Kepler-869 b,1,2016,0,http://exoplanet.eu/catalog/kepler-869_b/
Kepler-87,b,Kepler-87 b,2,2013,0,http://exoplanet.eu/catalog/kepler-87_b/
Kepler-87,c,Kepler-87 c,2,2013,0,http://exoplanet.eu/catalog/kepler-87_c/
Kepler-870,b,Kepler-870 b,1,2016,0,http://exoplanet.eu/catalog/kepler-870_b/
Kepler-871,b,Kepler-871 b,1,2016,0,http://exoplanet.eu/catalog/kepler-871_b/
Kepler-872,b,Kepler-872 b,1,2016,0,http://exoplanet.eu/catalog/kepler-872_b/
Kepler-873,b,Kepler-873 b,1,2016,0,http://exoplanet.eu/catalog/kepler-873_b/
Kepler-874,b,Kepler-874 b,1,2016,0,http://exoplanet.eu/catalog/kepler-874_b/
Kepler-875,b,Kepler-875 b,1,2016,0,http://exoplanet.eu/catalog/kepler-875_b/
Kepler-876,b,Kepler-876 b,1,2016,0,http://exoplanet.eu/catalog/kepler-876_b/
Kepler-877,b,Kepler-877 b,1,2016,0,http://exoplanet.eu/catalog/kepler-877_b/
Kepler-878,b,Kepler-878 b,1,2016,0,http://exoplanet.eu/catalog/kepler-878_b/
Kepler-879,b,Kepler-879 b,1,2016,0,http://exoplanet.eu/catalog/kepler-879_b/
Kepler-880,b,Kepler-880 b,1,2016,0,http://exoplanet.eu/catalog/kepler-880_b/
Kepler-881,b,Kepler-881 b,1,2016,0,http://exoplanet.eu/catalog/kepler-881_b/
Kepler-882,b,Kepler-882 b,1,2016,0,http://exoplanet.eu/catalog/kepler-882_b/
Kepler-883,b,Kepler-883 b,1,2016,0,http://exoplanet.eu/catalog/kepler-883_b/
Kepler-884,b,Kepler-884 b,1,2016,0,http://exoplanet.eu/catalog/kepler-884_b/
Kepler-885,b,Kepler-885 b,1,2016,0,http://exoplanet.eu/catalog/kepler-885_b/
Kepler-886,b,Kepler-886 b,1,2016,0,http://exoplanet.eu/catalog/kepler-886_b/
Kepler-887,b,Kepler-887 b,2,2016,0,http://exoplanet.eu/catalog/kepler-887_b/
Kepler-887,c,Kepler-887 c,2,2016,0,http://exoplanet.eu/catalog/kepler-887_c/
Kepler-888,b,Kepler-888 b,1,2016,0,http://exoplanet.eu/catalog/kepler-888_b/
Kepler-889,b,Kepler-889 b,1,2016,0,http://exoplanet.eu/catalog/kepler-889_b/
Kepler-890,b,Kepler-890 b,1,2016,0,http://exoplanet.eu/catalog/kepler-890_b/
Kepler-891,b,Kepler-891 b,1,2016,0,http://exoplanet.eu/catalog/kepler-891_b/
Kepler-892,b,Kepler-892 b,1,2016,0,http://exoplanet.eu/catalog/kepler-892_b/
Kepler-893,b,Kepler-893 b,1,2016,0,http://exoplanet.eu/catalog/kepler-893_b/
Kepler-894,b,Kepler-894 b,1,2016,0,http://exoplanet.eu/catalog/kepler-894_b/
Kepler-895,b,Kepler-895 b,1,2016,0,http://exoplanet.eu/catalog/kepler-895_b/
Kepler-896,b,Kepler-896 b,1,2016,0,http://exoplanet.eu/catalog/kepler-896_b/
Kepler-897,b,Kepler-897 b,1,2016,0,http://exoplanet.eu/catalog/kepler-897_b/
Kepler-898,b,Kepler-898 b,1,2016,0,http://exoplanet.eu/catalog/kepler-898_b/
Kepler-899,b,Kepler-899 b,1,2016,0,http://exoplanet.eu/catalog/kepler-899_b/
Kepler-9,b,Kepler-9 b,3,2010,0,http://exoplanet.eu/catalog/kepler-9_b/
Kepler-9,c,Kepler-9 c,3,2010,0,http://exoplanet.eu/catalog/kepler-9_c/
Kepler-9,d,Kepler-9 d,3,2010,0,http://exoplanet.eu/catalog/kepler-9_d/
KOI-351,i,Kepler-90 i,8,2017,0,
Kepler-900,b,Kepler-900 b,1,2016,0,http://exoplanet.eu/catalog/kepler-900_b/
Kepler-901,b,Kepler-901 b,1,2016,0,http://exoplanet.eu/catalog/kepler-901_b/
Kepler-902,b,Kepler-902 b,1,2016,0,http://exoplanet.eu/catalog/kepler-902_b/
Kepler-903,b,Kepler-903 b,2,2016,0,http://exoplanet.eu/catalog/kepler-903_b/
Kepler-903,c,Kepler-903 c,2,2016,0,http://exoplanet.eu/catalog/kepler-903_c/
Kepler-904,b,Kepler-904 b,1,2016,0,http://exoplanet.eu/catalog/kepler-904_b/
Kepler-905,b,Kepler-905 b,1,2016,0,http://exoplanet.eu/catalog/kepler-905_b/
Kepler-906,b,Kepler-906 b,1,2016,0,http://exoplanet.eu/catalog/kepler-906_b/
Kepler-907,b,Kepler-907 b,1,2016,0,http://exoplanet.eu/catalog/kepler-907_b/
Kepler-908,b,Kepler-908 b,1,2016,0,http://exoplanet.eu/catalog/kepler-908_b/
Kepler-909,b,Kepler-909 b,1,2016,0,http://exoplanet.eu/catalog/kepler-909_b/
Kepler-91,b,Kepler-91 b,1,2013,0,http://exoplanet.eu/catalog/kepler-91_b/
Kepler-910,b,Kepler-910 b,1,2016,0,http://exoplanet.eu/catalog/kepler-910_b/
Kepler-911,b,Kepler-911 b,1,2016,0,http://exoplanet.eu/catalog/kepler-911_b/
Kepler-912,b,Kepler-912 b,1,2016,0,http://exoplanet.eu/catalog/kepler-912_b/
Kepler-913,b,Kepler-913 b,1,2016,0,http://exoplanet.eu/catalog/kepler-913_b/
Kepler-914,b,Kepler-914 b,1,2016,0,http://exoplanet.eu/catalog/kepler-914_b/
Kepler-915,b,Kepler-915 b,1,2016,0,http://exoplanet.eu/catalog/kepler-915_b/
Kepler-916,b,Kepler-916 b,1,2016,0,http://exoplanet.eu/catalog/kepler-916_b/
Kepler-917,b,Kepler-917 b,1,2016,0,http://exoplanet.eu/catalog/kepler-917_b/
Kepler-918,b,Kepler-918 b,1,2016,0,http://exoplanet.eu/catalog/kepler-918_b/
Kepler-919,b,Kepler-919 b,1,2016,0,http://exoplanet.eu/catalog/kepler-919_b/
Kepler-92,b,Kepler-92 b,3,2013,0,http://exoplanet.eu/catalog/kepler-92_b/
Kepler-92,c,Kepler-92 c,3,2013,0,http://exoplanet.eu/catalog/kepler-92_c/
Kepler-92,d,Kepler-92 d,3,2015,0,http://exoplanet.eu/catalog/kepler-92_d/
Kepler-920,b,Kepler-920 b,2,2016,0,http://exoplanet.eu/catalog/kepler-920_b/
Kepler-920,c,Kepler-920 c,2,2016,0,http://exoplanet.eu/catalog/kepler-920_c/
Kepler-921,b,Kepler-921 b,1,2016,0,http://exoplanet.eu/catalog/kepler-921_b/
Kepler-922,b,Kepler-922 b,1,2016,0,http://exoplanet.eu/catalog/kepler-922_b/
Kepler-923,b,Kepler-923 b,1,2016,0,http://exoplanet.eu/catalog/kepler-923_b/
Kepler-924,b,Kepler-924 b,1,2016,0,http://exoplanet.eu/catalog/kepler-924_b/
Kepler-925,b,Kepler-925 b,1,2016,0,http://exoplanet.eu/catalog/kepler-925_b/
Kepler-926,b,Kepler-926 b,1,2016,0,http://exoplanet.eu/catalog/kepler-926_b/
Kepler-927,b,Kepler-927 b,1,2016,0,http://exoplanet.eu/catalog/kepler-927_b/
Kepler-928,b,Kepler-928 b,1,2016,0,http://exoplanet.eu/catalog/kepler-928_b/
Kepler-929,b,Kepler-929 b,1,2016,0,http://exoplanet.eu/catalog/kepler-929_b/
Kepler-93,b,Kepler-93 b,2,2014,0,http://exoplanet.eu/catalog/kepler-93_b/
Kepler-93,c,Kepler-93 c,2,2014,0,http://exoplanet.eu/catalog/Kepler-93_c/
Kepler-930,b,Kepler-930 b,1,2016,0,http://exoplanet.eu/catalog/kepler-930_b/
Kepler-931,b,Kepler-931 b,1,2016,0,http://exoplanet.eu/catalog/kepler-931_b/
Kepler-932,b,Kepler-932 b,1,2016,0,http://exoplanet.eu/catalog/kepler-932_b/
Kepler-933,b,Kepler-933 b,1,2016,0,http://exoplanet.eu/catalog/kepler-933_b/
Kepler-934,b,Kepler-934 b,1,2016,0,http://exoplanet.eu/catalog/kepler-934_b/
Kepler-935,b,Kepler-935 b,1,2016,0,http://exoplanet.eu/catalog/kepler-935_b/
Kepler-936,b,Kepler-936 b,1,2016,0,http://exoplanet.eu/catalog/kepler-936_b/
Kepler-937,b,Kepler-937 b,2,2016,0,http://exoplanet.eu/catalog/kepler-937_b/
Kepler-937,c,Kepler-937 c,2,2016,0,http://exoplanet.eu/catalog/kepler-937_c/
Kepler-938,b,Kepler-938 b,1,2016,0,http://exoplanet.eu/catalog/kepler-938_b/
Kepler-939,b,Kepler-939 b,1,2016,0,http://exoplanet.eu/catalog/kepler-939_b/
Kepler-94,b,Kepler-94 b,2,2014,0,http://exoplanet.eu/catalog/kepler-94_b/
Kepler-94,c,Kepler-94 c,2,2014,0,http://exoplanet.eu/catalog/kepler-94_c/
Kepler-940,b,Kepler-940 b,1,2016,0,http://exoplanet.eu/catalog/kepler-940_b/
Kepler-941,b,Kepler-941 b,1,2016,0,http://exoplanet.eu/catalog/kepler-941_b/
Kepler-942,b,Kepler-942 b,1,2016,0,http://exoplanet.eu/catalog/kepler-942_b/
Kepler-943,b,Kepler-943 b,1,2016,0,http://exoplanet.eu/catalog/kic_6185331_b/
Kepler-944,b,Kepler-944 b,1,2016,0,http://exoplanet.eu/catalog/kepler-944_b/
Kepler-945,b,Kepler-945 b,1,2016,0,http://exoplanet.eu/catalog/kepler-945_b/
Kepler-946,b,Kepler-946 b,1,2016,0,http://exoplanet.eu/catalog/kepler-946_b/
Kepler-947,b,Kepler-947 b,1,2016,0,http://exoplanet.eu/catalog/kepler-947_b/
Kepler-948,b,Kepler-948 b,1,2016,0,http://exoplanet.eu/catalog/kepler-948_b/
Kepler-949,b,Kepler-949 b,1,2016,0,http://exoplanet.eu/catalog/kepler-949_b/
Kepler-95,b,Kepler-95 b,1,2014,0,http://exoplanet.eu/catalog/kepler-95_b/
Kepler-950,b,Kepler-950 b,1,2016,0,http://exoplanet.eu/catalog/kepler-950_b/
Kepler-951,b,Kepler-951 b,1,2016,0,http://exoplanet.eu/catalog/kepler-951_b/
Kepler-952,b,Kepler-952 b,1,2016,0,http://exoplanet.eu/catalog/kepler-952_b/
Kepler-953,b,Kepler-953 b,2,2016,0,http://exoplanet.eu/catalog/kepler-953_b/
Kepler-953,c,Kepler-953 c,2,2016,0,http://exoplanet.eu/catalog/kepler-953_c/
Kepler-954,b,Kepler-954 b,1,2016,0,http://exoplanet.eu/catalog/kepler-954_b/
Kepler-955,b,Kepler-955 b,1,2016,0,http://exoplanet.eu/catalog/kepler-955_b/
Kepler-956,b,Kepler-956 b,1,2016,0,http://exoplanet.eu/catalog/kepler-956_b/
Kepler-957,b,Kepler-957 b,1,2016,0,http://exoplanet.eu/catalog/kepler-957_b/
Kepler-958,b,Kepler-958 b,1,2016,0,http://exoplanet.eu/catalog/kepler-958_b/
Kepler-959,b,Kepler-959 b,1,2016,0,http://exoplanet.eu/catalog/kepler-959_b/
Kepler-96,b,Kepler-96 b,1,2014,0,http://exoplanet.eu/catalog/kepler-96_b/
Kepler-960,b,Kepler-960 b,1,2016,0,http://exoplanet.eu/catalog/kepler-960_b/
Kepler-961,b,Kepler-961 b,1,2016,0,http://exoplanet.eu/catalog/kepler-961_b/
Kepler-962,b,Kepler-962 b,1,2016,0,http://exoplanet.eu/catalog/kepler-962_b/
Kepler-963,b,Kepler-963 b,1,2016,0,http://exoplanet.eu/catalog/kepler-963_b/
Kepler-964,b,Kepler-964 b,1,2016,0,http://exoplanet.eu/catalog/kepler-964_b/
Kepler-965,b,Kepler-965 b,1,2016,0,http://exoplanet.eu/catalog/kepler-965_b/
Kepler-966,b,Kepler-966 b,1,2016,0,http://exoplanet.eu/catalog/kepler-966_b/
Kepler-967,b,Kepler-967 b,2,2016,0,http://exoplanet.eu/catalog/kepler-967_b/
Kepler-967,c,Kepler-967 c,2,2016,0,http://exoplanet.eu/catalog/kepler-967_c/
Kepler-968,b,Kepler-968 b,2,2016,0,http://exoplanet.eu/catalog/kepler-968_b/
Kepler-968,c,Kepler-968 c,2,2016,0,http://exoplanet.eu/catalog/kepler-968_c/
Kepler-969,b,Kepler-969 b,2,2016,0,http://exoplanet.eu/catalog/kepler-969_b/
Kepler-969,c,Kepler-969 c,2,2016,0,http://exoplanet.eu/catalog/kepler-969_c/
Kepler-97,b,Kepler-97 b,2,2014,0,
Kepler-97,c,Kepler-97 c,2,2014,0,
Kepler-970,b,Kepler-970 b,1,2016,0,http://exoplanet.eu/catalog/kepler-970_b/
Kepler-971,b,Kepler-971 b,1,2016,0,http://exoplanet.eu/catalog/kepler-971_b/
Kepler-972,b,Kepler-972 b,1,2016,0,http://exoplanet.eu/catalog/kepler-972_b/
Kepler-973,b,Kepler-973 b,1,2016,0,http://exoplanet.eu/catalog/kepler-973_b/
Kepler-974,b,Kepler-974 b,1,2016,0,http://exoplanet.eu/catalog/kepler-974_b/
Kepler-975,b,Kepler-975 b,1,2016,0,http://exoplanet.eu/catalog/kepler-975_b/
Kepler-976,b,Kepler-976 b,1,2016,0,http://exoplanet.eu/catalog/kepler-976_b/
Kepler-977,b,Kepler-977 b,1,2016,0,http://exoplanet.eu/catalog/kepler-977_b/
Kepler-978,b,Kepler-978 b,1,2016,0,http://exoplanet.eu/catalog/kepler-978_b/
Kepler-979,b,Kepler-979 b,1,2016,0,http://exoplanet.eu/catalog/kepler-979_b/
Kepler-98,b,Kepler-98 b,1,2014,0,
Kepler-980,b,Kepler-980 b,1,2016,0,http://exoplanet.eu/catalog/kepler-980_b/
Kepler-981,b,Kepler-981 b,1,2016,0,http://exoplanet.eu/catalog/kepler-981_b/
Kepler-982,b,Kepler-982 b,1,2016,0,http://exoplanet.eu/catalog/kepler-982_b/
Kepler-983,b,Kepler-983 b,1,2016,0,http://exoplanet.eu/catalog/kepler-983_b/
Kepler-984,b,Kepler-984 b,1,2016,0,http://exoplanet.eu/catalog/kepler-984_b/
Kepler-985,b,Kepler-985 b,1,2016,0,http://exoplanet.eu/catalog/kepler-985_b/
Kepler-986,b,Kepler-986 b,1,2016,0,http://exoplanet.eu/catalog/kepler-986_b/
Kepler-987,b,Kepler-987 b,1,2016,0,http://exoplanet.eu/catalog/kepler-987_b/
Kepler-988,b,Kepler-988 b,1,2016,0,http://exoplanet.eu/catalog/kepler-988_b/
Kepler-989,b,Kepler-989 b,1,2016,0,http://exoplanet.eu/catalog/kepler-989_b/
Kepler-99,b,Kepler-99 b,1,2014,0,
Kepler-990,b,Kepler-990 b,2,2016,0,http://exoplanet.eu/catalog/kepler-990_b/
Kepler-990,c,Kepler-990 c,2,2016,0,http://exoplanet.eu/catalog/kepler-990_c/
Kepler-991,b,Kepler-991 b,1,2016,0,http://exoplanet.eu/catalog/kepler-991_b/
Kepler-992,b,Kepler-992 b,1,2016,0,http://exoplanet.eu/catalog/kepler-992_b/
Kepler-993,b,Kepler-993 b,1,2016,0,http://exoplanet.eu/catalog/kepler-993_b/
Kepler-994,b,Kepler-994 b,1,2016,0,http://exoplanet.eu/catalog/kepler-994_b/
Kepler-995,b,Kepler-995 b,1,2016,0,http://exoplanet.eu/catalog/kepler-995_b/
Kepler-996,b,Kepler-996 b,1,2016,0,http://exoplanet.eu/catalog/kepler-996_b/
Kepler-997,b,Kepler-997 b,1,2016,0,http://exoplanet.eu/catalog/kepler-997_b/
Kepler-998,b,Kepler-998 b,1,2016,0,http://exoplanet.eu/catalog/kepler-998_b/
Kepler-999,b,Kepler-999 b,1,2016,0,http://exoplanet.eu/catalog/kepler-999_b/
L 98-59,b,L 98-59 b,3,2019,0,http://exoplanet.eu/catalog/l_98-59_b/
L 98-59,c,L 98-59 c,3,2019,0,http://exoplanet.eu/catalog/l_98-59_c/
L 98-59,d,L 98-59 d,3,2019,0,http://exoplanet.eu/catalog/l_98-59_d/
LHS 1140,b,LHS 1140 b,2,2017,0,
LHS 1140,c,LHS 1140 c,2,2018,0,http://exoplanet.eu/catalog/lhs_1140_c/
LHS 3844,b,LHS 3844 b,1,2019,0,http://exoplanet.eu/catalog/lhs_3844_b/
LP 791-18,b,LP 791-18 b,2,2019,0,http://exoplanet.eu/catalog/lp_791-18_b/
LP 791-18,c,LP 791-18 c,2,2019,0,http://exoplanet.eu/catalog/lp_791-18_c/
LSPM J2116+0234,b,LSPM J2116+0234 b,1,2019,0,http://exoplanet.eu/catalog/lspm_j2116+0234_b/
LTT 1445 A,b,LTT 1445 A b,1,2019,0,http://exoplanet.eu/catalog/ltt_1445a_b/
LkCa 15,b,LkCa 15 b,2,2015,0,http://exoplanet.eu/catalog/lkca_15_b/
LkCa 15,c,LkCa 15 c,2,2015,0,
Lupus-TR-3,b,Lupus-TR-3 b,1,2007,0,
MASCARA-1,b,MASCARA-1 b,1,2017,0,http://exoplanet.eu/catalog/mascara-1_b/
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,1,2008,0,http://exoplanet.eu/catalog/moa-2007-blg-192l_b/
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,1,2008,0,http://exoplanet.eu/catalog/moa-2007-blg-400l_b/
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,1,2009,0,http://exoplanet.eu/catalog/moa-2008-blg-310l_b/
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,1,2013,0,http://exoplanet.eu/catalog/moa-2008-blg-379l_b/
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,1,2011,0,http://exoplanet.eu/catalog/moa-2009-blg-266l_b/
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,1,2010,0,http://exoplanet.eu/catalog/moa-2009-blg-319l_b/
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,1,2010,0,http://exoplanet.eu/catalog/moa-2009-blg-387l_b/
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,1,2012,0,
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,1,2018,0,http://exoplanet.eu/catalog/moa-2010-blg-117_b/
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,1,2013,0,http://exoplanet.eu/catalog/moa-2010-blg-328l_b/
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,1,2015,0,http://exoplanet.eu/catalog/moa-2010-blg-353l_b/
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,1,2012,0,http://exoplanet.eu/catalog/moa-2010-blg-477l_b/
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,1,2016,0,http://exoplanet.eu/catalog/moa-2011-blg-028l_b/
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,1,2014,0,http://exoplanet.eu/catalog/moa-2011-blg-262l_b/
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,1,2018,0,http://exoplanet.eu/catalog/moa-2011-blg-291_b/
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,1,2012,0,http://exoplanet.eu/catalog/moa-2011-blg-293l_b/
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,1,2013,0,http://exoplanet.eu/catalog/moa-2011-blg-322l_b/
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,1,2017,0,http://exoplanet.eu/catalog/moa-2012-blg-006_b/
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,1,2017,0,http://exoplanet.eu/catalog/moa-2012-blg-505l_b/
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,1,2016,0,http://exoplanet.eu/catalog/moa-2013-blg-605l_b/
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,1,2018,0,
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,1,2017,0,http://exoplanet.eu/catalog/moa-2016-blg-227l_b/
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,1,2018,0,http://exoplanet.eu/catalog/moa-2016-blg-319l_b/
MOA-bin-1L,b,MOA-bin-1L b,1,2012,0,http://exoplanet.eu/catalog/moa-bin-1_b/
MOA-bin-29,b,MOA-bin-29 b,1,2019,0,http://exoplanet.eu/catalog/moa-bin-29_b/
MXB 1658-298,b,MXB 1658-298 b,1,2017,0,
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,1,2014,0,http://exoplanet.eu/catalog/sand_364_b/
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,1,2017,0,
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,1,2014,0,http://exoplanet.eu/catalog/ybp1194_b/
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,1,2014,0,http://exoplanet.eu/catalog/ybp1514_b/
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,1,2016,0,http://exoplanet.eu/catalog/ybp401_b/
NGTS-1,b,NGTS-1 b,1,2017,0,http://exoplanet.eu/catalog/ngts-1_b/
NGTS-2,b,NGTS-2 b,1,2018,0,http://exoplanet.eu/catalog/ngts-2_b/
NGTS-3 A,b,NGTS-3 A b,1,2018,0,http://exoplanet.eu/catalog/ngts-3a_b/
NGTS-4,b,NGTS-4 b,1,2019,0,http://exoplanet.eu/catalog/ngts-4_b/
NGTS-5,b,NGTS-5 b,1,2019,0,http://exoplanet.eu/catalog/ngts-5_b/
NGTS-6,b,NGTS-6 b,1,2019,0,http://exoplanet.eu/catalog/ngts-6_b/
NGTS-8,b,NGTS-8 b,1,2019,0,http://exoplanet.eu/catalog/ngts-8_b/
NGTS-9,b,NGTS-9 b,1,2019,0,http://exoplanet.eu/catalog/ngts-9_b/
NN Ser,c,NN Ser c,2,2010,0,http://exoplanet.eu/catalog/nn_ser_(ab)_c/
NN Ser,d,NN Ser d,2,2010,0,http://exoplanet.eu/catalog/nn_ser_(ab)_d/
NSVS 14256825,b,NSVS 14256825 b,1,2019,0,http://exoplanet.eu/catalog/nsvs_1425_(ab)_d/
NY Vir,b,NY Vir b,2,2011,0,http://exoplanet.eu/catalog/ny_vir_(ab)_b/
NY Vir,c,NY Vir c,2,2019,0,http://exoplanet.eu/catalog/ny_vir_(ab)_c/
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,1,2004,0,http://exoplanet.eu/catalog/ogle-2003-blg-235l_b/
OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,1,2005,0,http://exoplanet.eu/catalog/ogle-2005-071l_b/
OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,1,2006,0,http://exoplanet.eu/catalog/ogle-2005-169l_b/
OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,1,2005,0,http://exoplanet.eu/catalog/ogle-2005-390l_b/
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,2,2008,0,http://exoplanet.eu/catalog/ogle-2006-109l_b/
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,2,2008,0,http://exoplanet.eu/catalog/ogle-2006-109l_c/
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,1,2016,0,http://exoplanet.eu/catalog/ogle-2007-blg-349l_(ab)_b/
OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,1,2009,0,http://exoplanet.eu/catalog/ogle-2007-blg-368l_b/
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,1,2014,0,http://exoplanet.eu/catalog/ogle-2008-blg-092l_b/
OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,1,2014,0,http://exoplanet.eu/catalog/ogle-2008-blg-355l_b/
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,1,2018,0,http://exoplanet.eu/catalog/ogle-2011-blg-0173l_b/
OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,1,2012,0,http://exoplanet.eu/catalog/ogle-2011-blg-0251l_b/
OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,1,2015,0,http://exoplanet.eu/catalog/ogle-2011-blg-0265l_b/
OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,2,2012,0,http://exoplanet.eu/catalog/ogle-2012-blg-0026l_b/
OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,2,2012,0,http://exoplanet.eu/catalog/ogle-2012-blg-0026l_c/
OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,1,2013,0,http://exoplanet.eu/catalog/ogle-2012-blg-0358l_b/
OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,1,2013,0,http://exoplanet.eu/catalog/ogle-2012-blg-0406l_b/
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,1,2015,0,http://exoplanet.eu/catalog/ogle-2012-blg-0563l_b/
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,1,2016,0,http://exoplanet.eu/catalog/ogle-2012-blg-0724l_b/
OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,1,2016,0,
OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,1,2014,0,http://exoplanet.eu/catalog/ogle-2013-blg-0102l_b/
OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,1,2017,0,http://exoplanet.eu/catalog/ogle-2013-blg-0132l_b/
OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,1,2014,0,http://exoplanet.eu/catalog/ogle-2013-blg-0341l_b/
OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,1,2017,0,http://exoplanet.eu/catalog/ogle-2013-blg-1721l_b/
OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,1,2018,0,http://exoplanet.eu/catalog/ogle-2013-blg-1761l_b/
OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,1,2015,0,http://exoplanet.eu/catalog/ogle-2014-blg-0124l_b/
OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,1,2016,0,
OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,2,2018,0,http://exoplanet.eu/catalog/ogle-2014-blg-1722l_b/
OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,2,2018,0,http://exoplanet.eu/catalog/ogle-2014-blg-1722l_c/
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,1,2016,0,http://exoplanet.eu/catalog/ogle-2014%3Ablg-1760l_b/
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,1,2016,0,http://exoplanet.eu/catalog/ogle-2015-blg-0051l_b/
OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,1,2016,0,http://exoplanet.eu/catalog/ogle-2015-blg-0954l_b/
OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,1,2016,0,http://exoplanet.eu/catalog/ogle-2015-blg-0966l_b/
OGLE-2015-BLG-1649L,b,OGLE-2015-BLG-1649L b,1,2019,0,
OGLE-2015-BLG-1670L,b,OGLE-2015-BLG-1670L b,1,2019,0,http://exoplanet.eu/catalog/ogle-2015-blg-1670l_b/
OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,1,2017,0,
OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,1,2017,0,
OGLE-2016-BLG-1067L,b,OGLE-2016-BLG-1067L b,1,2019,0,http://exoplanet.eu/catalog/ogle-2016-blg-1067l_b/
OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,1,2017,0,http://exoplanet.eu/catalog/ogle-2016-blg-1190l_b/
OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,1,2017,0,http://exoplanet.eu/catalog/ogle-2016-blg-1195l_b/
OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,1,2018,0,http://exoplanet.eu/catalog/ogle-2017-blg-0173l_b/
OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,1,2018,0,
OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,1,2018,0,
