host_name,planet_letter,planet_name,num_planets_in_system,discovery_year,num_moons,link_to_wiki
Kepler-1482,b,Kepler-1482 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1482_b/
Kepler-1483,b,Kepler-1483 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1483_b/
Kepler-1484,b,Kepler-1484 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1484_b/
Kepler-1485,b,Kepler-1485 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1485_b/
Kepler-1486,b,Kepler-1486 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1486_b/
Kepler-1487,b,Kepler-1487 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1487_b/
Kepler-1488,b,Kepler-1488 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1488_b/
Kepler-1489,b,Kepler-1489 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1489_b/
Kepler-149,b,Kepler-149 b,3,2014,0,http://exoplanet.eu/catalog/kepler-149_b/
Kepler-149,c,Kepler-149 c,3,2014,0,http://exoplanet.eu/catalog/kepler-149_c/
Kepler-149,d,Kepler-149 d,3,2014,0,http://exoplanet.eu/catalog/kepler-149_d/
Kepler-1490,b,Kepler-1490 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1490_b/
Kepler-1491,b,Kepler-1491 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1491_b/
Kepler-1492,b,Kepler-1492 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1492_b/
Kepler-1493,b,Kepler-1493 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1493_b/
Kepler-1494,b,Kepler-1494 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1494_b/
Kepler-1495,b,Kepler-1495 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1495_b/
Kepler-1496,b,Kepler-1496 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1496_b/
Kepler-1497,b,Kepler-1497 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1497_b/
Kepler-1498,b,Kepler-1498 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1498_b/
Kepler-1499,b,Kepler-1499 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1499_b/
Kepler-15,b,Kepler-15 b,1,2011,0,http://exoplanet.eu/catalog/kepler-15_b/
Kepler-150,b,Kepler-150 b,5,2014,0,http://exoplanet.eu/catalog/kepler-150_b/
Kepler-150,c,Kepler-150 c,5,2014,0,http://exoplanet.eu/catalog/kepler-150_c/
Kepler-150,d,Kepler-150 d,5,2014,0,http://exoplanet.eu/catalog/kepler-150_d/
Kepler-150,e,Kepler-150 e,5,2014,0,http://exoplanet.eu/catalog/kepler-150_e/
Kepler-150,f,Kepler-150 f,5,2017,0,http://exoplanet.eu/catalog/kepler-150_f/
Kepler-1500,b,Kepler-1500 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1500_b/
Kepler-1501,b,Kepler-1501 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1501_b/
Kepler-1502,b,Kepler-1502 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1502_b/
Kepler-1503,b,Kepler-1503 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1503_b/
Kepler-1504,b,Kepler-1504 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1504_b/
Kepler-1505,b,Kepler-1505 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1505_b/
Kepler-1506,b,Kepler-1506 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1506_b/
Kepler-1507,b,Kepler-1507 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1507_b/
Kepler-1508,b,Kepler-1508 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1508_b/
Kepler-1509,b,Kepler-1509 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1509_b/
Kepler-151,b,Kepler-151 b,2,2014,0,http://exoplanet.eu/catalog/kepler-151_b/
Kepler-151,c,Kepler-151 c,2,2014,0,http://exoplanet.eu/catalog/kepler-151_c/
Kepler-1510,b,Kepler-1510 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1510_b/
Kepler-1511,b,Kepler-1511 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1511_b/
Kepler-1512,b,Kepler-1512 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1512_b/
Kepler-1513,b,Kepler-1513 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1513_b/
Kepler-1514,b,Kepler-1514 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1514_b/
Kepler-1515,b,Kepler-1515 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1515_b/
Kepler-1516,b,Kepler-1516 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1516_b/
Kepler-1517,b,Kepler-1517 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1517_b/
Kepler-1518,b,Kepler-1518 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1518_b/
Kepler-1519,b,Kepler-1519 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1519_b/
Kepler-152,b,Kepler-152 b,2,2014,0,http://exoplanet.eu/catalog/kepler-152_b/
Kepler-152,c,Kepler-152 c,2,2014,0,http://exoplanet.eu/catalog/kepler-152_c/
Kepler-1520,b,Kepler-1520 b,1,2016,0,http://exoplanet.eu/catalog/kic_12557548_b/
Kepler-1521,b,Kepler-1521 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1521_b/
Kepler-1522,b,Kepler-1522 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1522_b/
Kepler-1523,b,Kepler-1523 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1523_b/
Kepler-1524,b,Kepler-1524 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1524_b/
Kepler-1525,b,Kepler-1525 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1525_b/
Kepler-1526,b,Kepler-1526 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1526_b/
Kepler-1527,b,Kepler-1527 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1527_b/
Kepler-1528,b,Kepler-1528 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1528_b/
Kepler-1529,b,Kepler-1529 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1529_b/
Kepler-153,b,Kepler-153 b,2,2014,0,http://exoplanet.eu/catalog/kepler-153_b/
Kepler-153,c,Kepler-153 c,2,2014,0,http://exoplanet.eu/catalog/kepler-153_c/
Kepler-1530,b,Kepler-1530 b,2,2016,0,http://exoplanet.eu/catalog/kepler-1530_b/
Kepler-1530,c,Kepler-1530 c,2,2016,0,http://exoplanet.eu/catalog/kepler-1530_c/
Kepler-1531,b,Kepler-1531 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1531_b/
Kepler-1532,b,Kepler-1532 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1532_b/
Kepler-1533,b,Kepler-1533 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1533_b/
Kepler-1534,b,Kepler-1534 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1534_b/
Kepler-1535,b,Kepler-1535 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1535_b/
Kepler-1536,b,Kepler-1536 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1536_b/
Kepler-1537,b,Kepler-1537 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1537_b/
Kepler-1538,b,Kepler-1538 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1538_b/
Kepler-1539,b,Kepler-1539 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1539_b/
Kepler-154,b,Kepler-154 b,5,2014,0,http://exoplanet.eu/catalog/kepler-154_b/
Kepler-154,c,Kepler-154 c,5,2014,0,http://exoplanet.eu/catalog/kepler-154_c/
Kepler-154,d,Kepler-154 d,5,2016,0,http://exoplanet.eu/catalog/kepler-154_d/
Kepler-154,e,Kepler-154 e,5,2016,0,http://exoplanet.eu/catalog/kepler-154_e/
Kepler-154,f,Kepler-154 f,5,2016,0,http://exoplanet.eu/catalog/kepler-154_f/
Kepler-1540,b,Kepler-1540 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1540_b/
Kepler-1541,b,Kepler-1541 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1541_b/
Kepler-1542,b,Kepler-1542 b,4,2016,0,http://exoplanet.eu/catalog/kepler-1542_b/
Kepler-1542,c,Kepler-1542 c,4,2016,0,http://exoplanet.eu/catalog/kepler-1542_c/
Kepler-1542,d,Kepler-1542 d,4,2016,0,http://exoplanet.eu/catalog/kepler-1542_d/
Kepler-1542,e,Kepler-1542 e,4,2016,0,http://exoplanet.eu/catalog/kepler-1542_e/
Kepler-1543,b,Kepler-1543 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1543_b/
Kepler-1544,b,Kepler-1544 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1544_b/
Kepler-1545,b,Kepler-1545 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1545_b/
Kepler-1546,b,Kepler-1546 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1546_b/
Kepler-1547,b,Kepler-1547 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1547_b/
Kepler-1548,b,Kepler-1548 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1548_b/
Kepler-1549,b,Kepler-1549 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1549_b/
Kepler-155,b,Kepler-155 b,2,2014,0,http://exoplanet.eu/catalog/kepler-155_b/
Kepler-155,c,Kepler-155 c,2,2014,0,http://exoplanet.eu/catalog/kepler-155_c/
Kepler-1550,b,Kepler-1550 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1550_b/
Kepler-1551,b,Kepler-1551 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1551_b/
Kepler-1552,b,Kepler-1552 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1552_b/
Kepler-1553,b,Kepler-1553 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1553_b/
Kepler-1554,b,Kepler-1554 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1554_b/
Kepler-1555,b,Kepler-1555 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1555_b/
Kepler-1556,b,Kepler-1556 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1556_b/
Kepler-1557,b,Kepler-1557 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1557_b/
Kepler-1558,b,Kepler-1558 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1558_b/
Kepler-1559,b,Kepler-1559 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1559_b/
Kepler-156,b,Kepler-156 b,2,2014,0,http://exoplanet.eu/catalog/kepler-156_b/
Kepler-156,c,Kepler-156 c,2,2014,0,http://exoplanet.eu/catalog/kepler-156_c/
Kepler-1560,b,Kepler-1560 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1560_b/
Kepler-1561,b,Kepler-1561 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1561_b/
Kepler-1562,b,Kepler-1562 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1562_b/
Kepler-1563,b,Kepler-1563 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1563_b/
Kepler-1564,b,Kepler-1564 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1564_b/
Kepler-1565,b,Kepler-1565 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1565_b/
Kepler-1566,b,Kepler-1566 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1566_b/
Kepler-1567,b,Kepler-1567 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1567_b/
Kepler-1568,b,Kepler-1568 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1568_b/
Kepler-1569,b,Kepler-1569 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1569_b/
Kepler-157,b,Kepler-157 b,3,2014,0,http://exoplanet.eu/catalog/kepler-157_b/
Kepler-157,c,Kepler-157 c,3,2014,0,http://exoplanet.eu/catalog/kepler-157_c/
Kepler-157,d,Kepler-157 d,3,2016,0,http://exoplanet.eu/catalog/kepler-157_d/
Kepler-1570,b,Kepler-1570 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1570_b/
Kepler-1571,b,Kepler-1571 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1571_b/
Kepler-1572,b,Kepler-1572 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1572_b/
Kepler-1573,b,Kepler-1573 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1573_b/
Kepler-1574,b,Kepler-1574 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1574_b/
Kepler-1575,b,Kepler-1575 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1575_b/
Kepler-1576,b,Kepler-1576 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1576_b/
Kepler-1577,b,Kepler-1577 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1577_b/
Kepler-1578,b,Kepler-1578 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1578_b/
Kepler-1579,b,Kepler-1579 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1579_b/
Kepler-158,b,Kepler-158 b,2,2014,0,http://exoplanet.eu/catalog/kepler-158_b/
Kepler-158,c,Kepler-158 c,2,2014,0,http://exoplanet.eu/catalog/kepler-158_c/
Kepler-1580,b,Kepler-1580 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1580_b/
Kepler-1581,b,Kepler-1581 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1581_b/
Kepler-1582,b,Kepler-1582 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1582_b/
Kepler-1583,b,Kepler-1583 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1583_b/
Kepler-1584,b,Kepler-1584 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1584_b/
Kepler-1585,b,Kepler-1585 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1585_b/
Kepler-1586,b,Kepler-1586 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1586_b/
Kepler-1587,b,Kepler-1587 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1587_b/
Kepler-1588,b,Kepler-1588 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1588_b/
Kepler-1589,b,Kepler-1589 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1589_b/
Kepler-159,b,Kepler-159 b,2,2014,0,http://exoplanet.eu/catalog/kepler-159_b/
Kepler-159,c,Kepler-159 c,2,2014,0,http://exoplanet.eu/catalog/kepler-159_c/
Kepler-1590,b,Kepler-1590 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1590_b/
Kepler-1591,b,Kepler-1591 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1591_b/
Kepler-1592,b,Kepler-1592 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1592_b/
Kepler-1593,b,Kepler-1593 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1593_b/
Kepler-1594,b,Kepler-1594 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1594_b/
Kepler-1595,b,Kepler-1595 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1595_b/
Kepler-1596,b,Kepler-1596 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1596_b/
Kepler-1597,b,Kepler-1597 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1597_b/
Kepler-1598,b,Kepler-1598 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1598_b/
Kepler-1599,b,Kepler-1599 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1599_b/
Kepler-16,b,Kepler-16 b,1,2011,0,http://exoplanet.eu/catalog/kepler-16_(ab)_b/
Kepler-160,b,Kepler-160 b,2,2014,0,http://exoplanet.eu/catalog/kepler-160_b/
Kepler-160,c,Kepler-160 c,2,2014,0,http://exoplanet.eu/catalog/kepler-160_c/
Kepler-1600,b,Kepler-1600 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1600_b/
Kepler-1601,b,Kepler-1601 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1601_b/
Kepler-1602,b,Kepler-1602 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1602_b/
Kepler-1603,b,Kepler-1603 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1603_b/
Kepler-1604,b,Kepler-1604 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1604_b/
Kepler-1605,b,Kepler-1605 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1605_b/
Kepler-1606,b,Kepler-1606 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1606_b/
Kepler-1607,b,Kepler-1607 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1607_b/
Kepler-1608,b,Kepler-1608 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1608_b/
Kepler-1609,b,Kepler-1609 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1609_b/
Kepler-161,b,Kepler-161 b,2,2014,0,http://exoplanet.eu/catalog/kepler-161_b/
Kepler-161,c,Kepler-161 c,2,2014,0,http://exoplanet.eu/catalog/kepler-161_c/
Kepler-1610,b,Kepler-1610 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1610_b/
Kepler-1611,b,Kepler-1611 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1611_b/
Kepler-1612,b,Kepler-1612 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1612_b/
Kepler-1613,b,Kepler-1613 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1613_b/
Kepler-1614,b,Kepler-1614 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1614_b/
Kepler-1615,b,Kepler-1615 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1615_b/
Kepler-1616,b,Kepler-1616 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1616_b/
Kepler-1617,b,Kepler-1617 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1617_b/
Kepler-1618,b,Kepler-1618 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1618_b/
Kepler-1619,b,Kepler-1619 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1619_b/
Kepler-162,b,Kepler-162 b,2,2014,0,http://exoplanet.eu/catalog/kepler-162_b/
Kepler-162,c,Kepler-162 c,2,2014,0,http://exoplanet.eu/catalog/kepler-162_c/
Kepler-1620,b,Kepler-1620 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1620_b/
Kepler-1621,b,Kepler-1621 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1621_b/
Kepler-1622,b,Kepler-1622 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1622_b/
Kepler-1623,b,Kepler-1623 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1623_b/
Kepler-1624,b,Kepler-1624 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1624_b/
Kepler-1625,b,Kepler-1625 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1625_b/
Kepler-1626,b,Kepler-1626 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1626_b/
Kepler-1627,b,Kepler-1627 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1627_b/
Kepler-1628,b,Kepler-1628 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1628_b/
Kepler-1629,b,Kepler-1629 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1629_b/
Kepler-163,b,Kepler-163 b,2,2014,0,http://exoplanet.eu/catalog/kepler-163_b/
Kepler-163,c,Kepler-163 c,2,2014,0,http://exoplanet.eu/catalog/kepler-163_c/
Kepler-1630,b,Kepler-1630 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1630_b/
Kepler-1631,b,Kepler-1631 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1631_b/
Kepler-1632,b,Kepler-1632 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1632_b/
Kepler-1633,b,Kepler-1633 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1633_b/
Kepler-1634,b,Kepler-1634 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1634_b/
Kepler-1635,b,Kepler-1635 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1635_b/
Kepler-1636,b,Kepler-1636 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1636_b/
Kepler-1637,b,Kepler-1637 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1637_b/
Kepler-1638,b,Kepler-1638 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1638_b/
Kepler-1639,b,Kepler-1639 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1639_b/
Kepler-164,b,Kepler-164 b,3,2014,0,http://exoplanet.eu/catalog/kepler-164_b/
Kepler-164,c,Kepler-164 c,3,2014,0,http://exoplanet.eu/catalog/kepler-164_c/
Kepler-164,d,Kepler-164 d,3,2014,0,http://exoplanet.eu/catalog/kepler-164_d/
Kepler-1640,b,Kepler-1640 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1640_b/
Kepler-1641,b,Kepler-1641 b,2,2016,0,http://exoplanet.eu/catalog/kepler-1641_b/
Kepler-1641,c,Kepler-1641 c,2,2016,0,http://exoplanet.eu/catalog/kepler-1641_c/
Kepler-1642,b,Kepler-1642 b,2,2016,0,http://exoplanet.eu/catalog/kepler-1642_b/
Kepler-1642,c,Kepler-1642 c,2,2016,0,http://exoplanet.eu/catalog/kepler-1642_c/
Kepler-1643,b,Kepler-1643 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1643_b/
Kepler-1644,b,Kepler-1644 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1644_b/
Kepler-1645,b,Kepler-1645 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1645_b/
Kepler-1646,b,Kepler-1646 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1646_b/
Kepler-1647,b,Kepler-1647 b,1,2016,0,http://exoplanet.eu/catalog/kepler-1647_%28ab%29_b/
Kepler-1649,b,Kepler-1649 b,1,2017,0,http://exoplanet.eu/catalog/Kepler-1649_b/
Kepler-165,b,Kepler-165 b,2,2014,0,http://exoplanet.eu/catalog/kepler-165_b/
Kepler-165,c,Kepler-165 c,2,2014,0,http://exoplanet.eu/catalog/kepler-165_c/
Kepler-1650,b,Kepler-1650 b,1,2017,0,
Kepler-1651,b,Kepler-1651 b,1,2017,0,
Kepler-1652,b,Kepler-1652 b,1,2017,0,http://exoplanet.eu/catalog/kepler-1652_b/
Kepler-1653,b,Kepler-1653 b,1,2017,0,
Kepler-1654,b,Kepler-1654 b,1,2018,0,
Kepler-1655,b,Kepler-1655 b,1,2018,0,http://exoplanet.eu/catalog/kepler-1655_b/
Kepler-1656,b,Kepler-1656 b,1,2018,0,
Kepler-1658,b,Kepler-1658 b,1,2019,0,
Kepler-166,b,Kepler-166 b,3,2014,0,http://exoplanet.eu/catalog/kepler-166_b/
Kepler-166,c,Kepler-166 c,3,2014,0,http://exoplanet.eu/catalog/kepler-166_c/
Kepler-166,d,Kepler-166 d,3,2016,0,http://exoplanet.eu/catalog/kepler-166_d/
Kepler-167,b,Kepler-167 b,4,2014,0,http://exoplanet.eu/catalog/kepler-167_b/
Kepler-167,c,Kepler-167 c,4,2014,0,http://exoplanet.eu/catalog/kepler-167_c/
Kepler-167,d,Kepler-167 d,4,2016,0,http://exoplanet.eu/catalog/kepler-167_d/
Kepler-167,e,Kepler-167 e,4,2016,0,http://exoplanet.eu/catalog/kepler-167_e/
Kepler-168,b,Kepler-168 b,2,2014,0,http://exoplanet.eu/catalog/kepler-168_b/
Kepler-168,c,Kepler-168 c,2,2014,0,http://exoplanet.eu/catalog/kepler-168_c/
Kepler-169,b,Kepler-169 b,5,2014,0,http://exoplanet.eu/catalog/kepler-169_b/
Kepler-169,c,Kepler-169 c,5,2014,0,http://exoplanet.eu/catalog/kepler-169_c/
Kepler-169,d,Kepler-169 d,5,2014,0,http://exoplanet.eu/catalog/kepler-169_d/
Kepler-169,e,Kepler-169 e,5,2014,0,http://exoplanet.eu/catalog/kepler-169_e/
Kepler-169,f,Kepler-169 f,5,2014,0,http://exoplanet.eu/catalog/kepler-169_f/
Kepler-17,b,Kepler-17 b,1,2011,0,http://exoplanet.eu/catalog/kepler-17_b/
Kepler-170,b,Kepler-170 b,2,2014,0,http://exoplanet.eu/catalog/kepler-170_b/
Kepler-170,c,Kepler-170 c,2,2014,0,http://exoplanet.eu/catalog/kepler-170_c/
Kepler-171,b,Kepler-171 b,3,2014,0,http://exoplanet.eu/catalog/kepler-171_b/
Kepler-171,c,Kepler-171 c,3,2014,0,http://exoplanet.eu/catalog/kepler-171_c/
Kepler-171,d,Kepler-171 d,3,2014,0,http://exoplanet.eu/catalog/kepler-171_d/
Kepler-172,b,Kepler-172 b,4,2014,0,http://exoplanet.eu/catalog/kepler-172_b/
Kepler-172,c,Kepler-172 c,4,2014,0,http://exoplanet.eu/catalog/kepler-172_c/
Kepler-172,d,Kepler-172 d,4,2014,0,http://exoplanet.eu/catalog/kepler-172_d/
Kepler-172,e,Kepler-172 e,4,2014,0,http://exoplanet.eu/catalog/kepler-172_e/
Kepler-173,b,Kepler-173 b,2,2014,0,http://exoplanet.eu/catalog/kepler-173_b/
Kepler-173,c,Kepler-173 c,2,2014,0,http://exoplanet.eu/catalog/kepler-173_c/
Kepler-174,b,Kepler-174 b,3,2014,0,http://exoplanet.eu/catalog/kepler-174_b/
Kepler-174,c,Kepler-174 c,3,2014,0,http://exoplanet.eu/catalog/kepler-174_c/
Kepler-174,d,Kepler-174 d,3,2014,0,http://exoplanet.eu/catalog/kepler-174_d/
Kepler-175,b,Kepler-175 b,2,2014,0,http://exoplanet.eu/catalog/kepler-175_b/
Kepler-175,c,Kepler-175 c,2,2014,0,http://exoplanet.eu/catalog/kepler-175_c/
Kepler-176,b,Kepler-176 b,4,2014,0,http://exoplanet.eu/catalog/kepler-176_b/
Kepler-176,c,Kepler-176 c,4,2014,0,http://exoplanet.eu/catalog/kepler-176_c/
Kepler-176,d,Kepler-176 d,4,2014,0,http://exoplanet.eu/catalog/kepler-176_d/
Kepler-176,e,Kepler-176 e,4,2016,0,http://exoplanet.eu/catalog/kepler-176_e/
Kepler-177,b,Kepler-177 b,2,2013,0,http://exoplanet.eu/catalog/kepler-177_b/
Kepler-177,c,Kepler-177 c,2,2013,0,http://exoplanet.eu/catalog/kepler-177_c/
Kepler-178,b,Kepler-178 b,3,2014,0,http://exoplanet.eu/catalog/kepler-178_b/
Kepler-178,c,Kepler-178 c,3,2014,0,http://exoplanet.eu/catalog/kepler-178_c/
Kepler-178,d,Kepler-178 d,3,2014,0,http://exoplanet.eu/catalog/kepler-178_d/
Kepler-179,b,Kepler-179 b,2,2014,0,http://exoplanet.eu/catalog/kepler-179_b/
Kepler-179,c,Kepler-179 c,2,2014,0,http://exoplanet.eu/catalog/kepler-179_c/
Kepler-18,b,Kepler-18 b,3,2011,0,http://exoplanet.eu/catalog/kepler-18_b/
Kepler-18,c,Kepler-18 c,3,2011,0,http://exoplanet.eu/catalog/kepler-18_c/
Kepler-18,d,Kepler-18 d,3,2011,0,http://exoplanet.eu/catalog/kepler-18_d/
Kepler-180,b,Kepler-180 b,2,2014,0,http://exoplanet.eu/catalog/kepler-180_b/
Kepler-180,c,Kepler-180 c,2,2014,0,http://exoplanet.eu/catalog/kepler-180_c/
Kepler-181,b,Kepler-181 b,2,2014,0,http://exoplanet.eu/catalog/kepler-181_b/
Kepler-181,c,Kepler-181 c,2,2014,0,http://exoplanet.eu/catalog/kepler-181_c/
Kepler-182,b,Kepler-182 b,2,2014,0,http://exoplanet.eu/catalog/kepler-182_b/
